ID,Longitude,Latitude
XFEW25,-0.73433,5.43936
ECBD89,-0.73373,5.44022
GCVJSO,-0.73083,5.44156
UMNIRB,-0.76478,5.44255
0DPV9M,-0.76478,5.44255
GPSX4Y,-0.76904,5.44288
KQWP7X,-0.7616,5.44294
K0TXFK,-0.77392,5.4432
QJHVCG,-0.71421,5.4435
XIZTT1,-0.71284,5.44397
W7FNT9,-0.76588,5.44415
QV0AY1,-0.76368,5.44456
WJGLL8,-0.71629,5.44569
LALCIN,-0.71476,5.44569
YZWQEY,-0.77087,5.44591
OHB06G,-0.70919,5.44594
VV14RQ,-0.76429,5.44619
E167K0,-0.77506,5.44686
0KQNMV,-0.75761,5.44701
UMY7CH,-0.76455,5.44753
8VL6X2,-0.76943,5.44753
EOD0LA,-0.76275,5.44754
JRTP00,-0.71742,5.44767
I7FQDW,-0.71742,5.44767
WASRHQ,-0.7166,5.4478
JC8PV5,-0.7748,5.44785
S1VROG,-0.77392,5.44816
UMDMO3,-0.77204,5.44833
JLCAR1,-0.76259,5.44876
O71IG3,-0.71748,5.44949
A8L6EM,-0.77161,5.44978
XDZ0JE,-0.77161,5.44978
6SPMGN,-0.71561,5.45033
Q7DCUR,-0.77346,5.4511
40XK6J,-0.71515,5.45116
DVVK0X,-2.4854,6.51546
I13WEX,-2.47806,6.51575
M7MUU1,-2.4873,6.51724
8FBY0S,-2.49012,6.51803
NNZGFS,-2.49016,6.51884
RFLLLI,-2.48623,6.52085
228IOK,-2.48831,6.52158
BEW2EN,-2.48854,6.52161
5G4PGL,-2.48765,6.52166
1IBLRE,-2.48386,6.52264
8P68F1,-2.50223,6.54236
YA3X5W,-2.49942,6.54248
D7RO19,-2.50132,6.54258
A27Y56,-1.25978,6.68233
ZSDQNE,-1.25978,6.68233
NKYDR0,-1.26336,6.68329
TX5DXD,-1.2852,6.68337
92GC3O,-1.28586,6.68415
Q2X9LS,-1.28564,6.68448
4S66PH,-1.28564,6.68448
NC6LTC,-1.23914,6.68499
U06DMI,-1.2829,6.68555
RC47MJ,-1.26682,6.68572
IMRQVS,-1.25776,6.68573
5AY8Y4,-1.28906,6.68622
VOXJ15,-1.25787,6.68649
KVU0QD,-1.26531,6.68731
FYY65V,-1.28545,6.6874
T4ZJF4,-1.28371,6.68753
YYJ7LZ,-1.23783,6.68835
I6MTWT,-1.28577,6.68868
7ZF8OW,-1.26365,6.68876
WK8RPA,-1.26311,6.68937
44DZQF,-1.24216,6.69021
WLEJVL,-1.24143,6.6903
952SYO,-1.30211,6.69031
LTJD9H,-1.28679,6.69099
SBCBW5,-1.28675,6.69122
ALAH5K,-1.23534,6.69134
V0C4M2,-1.24379,6.6915
DVLTUC,-1.30316,6.69198
F9SEF3,-1.24159,6.692
MI75RK,-1.24159,6.692
Q04A8C,-1.23967,6.69238
JP2JN6,-1.30519,6.69256
9R1PRB,-1.23939,6.6927
NF0J1A,-1.24109,6.69375
2FR66Z,-1.30657,6.69413
9OI290,-1.30433,6.69434
MOPA5P,-1.30698,6.69583
CWVLID,-1.30698,6.69583
DLDYWJ,-1.3083,6.69653
FDVG3P,-1.30869,6.69734
JEHJU7,-1.26517,6.70507
9CCUWN,-1.26171,6.70653
AOJPVI,-1.24457,6.70659
IU45VM,-1.24535,6.70752
V7GNW0,-1.2624,6.70767
Q6R85K,-1.2501,6.70772
AX4WAH,-1.24997,6.70975
ZEIC1P,-1.24924,6.71
17BNKI,-1.24788,6.71024
HGM7JX,-1.24195,6.71025
NC71XP,-1.30824,6.71076
VZVPTN,-1.30923,6.71096
ZW8DWU,-1.30923,6.71096
5GPT0K,-1.26586,6.71097
R2NQOU,-1.30616,6.7111
XY05T6,-1.24909,6.71127
NKP4CD,-1.24909,6.71127
RSHOY6,-1.26533,6.71128
ORDW03,-1.31213,6.71144
601W9W,-1.2602,6.71195
46MM7N,-1.2602,6.71195
ZXXXSV,-1.26492,6.71211
JZD69F,-1.28794,6.71243
PFUELT,-1.29286,6.71251
4Y9P03,-1.29286,6.71251
GHVI9G,-1.26264,6.7126
Z4B2HX,-1.31198,6.7127
DJUF7A,4.65307,6.71273
94GQ3T,4.62973,6.71314
O89RWQ,-1.29312,6.71317
ETNVUZ,4.62958,6.71339
V7FVZX,-1.26233,6.71347
GVUPQL,-1.30758,6.71356
ML8L16,4.65378,6.71413
XEB8XO,4.64612,6.71422
YT3PLK,4.63188,6.71469
ZG5BHZ,-1.29096,6.71498
J15QM8,-1.28711,6.71517
J90367,4.63025,6.71519
4RR1X4,4.69001,6.71544
WL2SBB,4.65044,6.71556
PP5JV7,4.69068,6.71584
PXVAAI,-1.28758,6.71605
BYTKGF,4.69213,6.71621
G7QJYT,4.62943,6.71631
KCLDQL,4.68808,6.71677
2LDZVN,-1.30534,6.7168
A6EO64,-1.3048,6.71699
V9SE3A,4.63004,6.71704
CS3HU4,4.63004,6.71704
U5N40D,4.63102,6.71748
KNM2T3,-1.31245,6.71775
P5EJW0,4.68828,6.71788
MY362C,4.65297,6.71797
TH9I4R,-1.3086,6.71853
RJDC5W,-1.28836,6.71872
M6CUZW,-1.29353,6.71893
MDKNZF,4.68459,6.71897
T7M4EH,4.6342,6.71921
GWGQLC,4.69229,6.71924
5LWEF1,4.69271,6.71945
JO2EZG,4.63155,6.71969
PGP2HU,4.69166,6.71981
4BHNOQ,4.68882,6.71981
PC2WRZ,4.68882,6.71981
FYBGMA,4.64992,6.71994
PAC79X,4.6341,6.7208
F07JLN,4.66836,6.72167
2LOYTD,4.66947,6.7221
WWT1NE,4.66746,6.7228
B5D2RZ,4.66746,6.7228
7JLPYD,4.67311,6.7259
W6EO6F,4.66795,6.72641
QE4U3W,4.66682,6.72645
9OAGDB,4.67415,6.72683
MWCR0J,-1.28915,6.72688
GIYOH1,4.66804,6.72705
2BZKMN,-1.28637,6.72757
GRQHML,-1.28512,6.72764
L05VIF,-1.28407,6.72806
H4SZVX,-1.28407,6.72806
8PR57A,4.67107,6.72824
PXBBZC,-1.29229,6.72868
VSQR5J,4.67152,6.72911
YCZT0B,-1.28622,6.72927
TS95LC,-1.24599,6.72993
ARRMNS,-1.24371,6.73047
7P0IEM,-1.24715,6.73048
GG9O6E,-1.29108,6.73077
Y91QWD,-1.30647,6.73143
3Z3SPA,-1.31272,6.73181
TD2MQM,-1.24756,6.73188
SBOS4X,-1.24418,6.73227
MDMXBT,-1.30606,6.73256
9U01AK,-1.31104,6.73261
RQP56P,-1.30524,6.73277
DI7GBL,-1.30524,6.73277
OW6CPK,-1.24164,6.73345
DXJLAZ,-1.26276,6.73385
1L8PI7,-1.30679,6.73388
2UJQDK,-1.24393,6.73415
OGXGPE,-1.28969,6.73421
W3KPH0,-1.26558,6.73424
QV9HQI,-1.30701,6.73455
1H8WQ2,-1.30894,6.73468
S9T874,-1.24313,6.73472
YKYNZ1,-1.26188,6.73524
LS0GQV,-1.30529,6.73592
MI1X2X,-1.24509,6.73628
7HIY2K,-1.30489,6.73629
D1FAIZ,4.68826,6.73654
5N0FTD,4.68554,6.73693
NYNCQ4,-1.24708,6.73798
TY9AID,-1.2605,6.73829
JS35KQ,-1.26368,6.73838
P25D0B,4.68731,6.73842
0LZ12H,4.68976,6.73848
QK425D,4.68738,6.739
TGHXP3,4.66574,6.73956
R1XPCX,4.68726,6.73972
4WJB5S,4.64521,6.74005
ZDDQ0U,-1.26689,6.74022
K3BARQ,-1.26689,6.74022
99174P,4.62938,6.74028
1MGUVW,4.62938,6.74028
Q4ZV7J,-1.26126,6.74091
XMFVTD,4.64378,6.74104
X6OOLB,4.66185,6.74107
G4TL22,4.64808,6.74129
08070A,4.64413,6.74183
PJXVJD,4.66744,6.74236
IUC4IY,-1.26492,6.7427
JXB1ZQ,4.68829,6.74295
SD0YBI,4.63264,6.74308
TKA8RV,4.66875,6.74327
6JLUWM,4.64725,6.74342
P2CW21,4.6865,6.74345
XSBSUZ,4.65127,6.74354
HJ7JPM,4.66142,6.74387
2VGYH9,4.68995,6.74388
L8KA8A,4.68995,6.74388
0GTBX7,4.62613,6.74402
0YV6TB,4.62707,6.7446
PEE8PK,4.64898,6.74468
LA7ACL,4.66641,6.74489
I56RUL,4.66641,6.74489
QAM8DO,4.62892,6.74505
SJIWZL,4.64364,6.74578
XASDPN,4.66845,6.7462
M9WNPH,4.64638,6.74638
UL4EN4,4.62414,6.74645
ZO755B,4.66854,6.74681
Q45ZNS,4.62974,6.74756
TB6SOM,4.62403,6.74783
FVXXZ7,4.66698,6.74787
ENBDRH,4.66451,6.74815
EO99DB,4.62676,6.74884
FXLMPG,-1.28898,6.75185
PIN9OH,-1.29136,6.75299
FLOGJ4,-1.29538,6.75379
7ZP5SD,-1.26632,6.75476
7S5YOE,-1.29301,6.75519
5MWZ4T,-1.29571,6.75536
SJ8G6W,-1.29571,6.75536
9R0GPL,-1.30912,6.75616
0BHSOD,-1.24357,6.75629
V71UIP,-1.29598,6.75634
0Q0GI0,-1.2665,6.75666
AE5YVJ,-1.24117,6.75681
B6GOAW,-1.29055,6.75718
XHDI2J,-1.26642,6.75753
973KMZ,-1.26824,6.75756
EROHDM,4.6735,6.75761
IB1NL6,4.64503,6.75795
FP5VWS,-1.29041,6.75819
PR895A,4.69274,6.75825
SCBWSQ,-1.24521,6.75833
IRUXXZ,-1.31054,6.75868
G6CTIZ,4.66758,6.75871
SI42P9,-1.26993,6.75882
VREKDF,4.64775,6.75885
I3P9VP,-1.26612,6.75891
S4PJTE,-1.30394,6.75912
817DPS,-1.23795,6.75916
BDV6SX,-1.30565,6.75966
COVJEQ,-1.24354,6.75968
6D92UJ,-1.3096,6.75996
K3PXDW,-1.3096,6.75996
NI1NQ8,4.6466,6.7602
RHPPRN,4.69155,6.76062
G3ROHL,4.68891,6.76073
OSNYDN,4.66797,6.76079
O6BAMN,4.6748,6.76101
FVKBZK,4.62684,6.76105
MCOKOV,-1.30475,6.76106
8YC1M8,4.69264,6.76124
471Z0A,-1.26723,6.76142
TBMJTO,4.69193,6.76151
7N8YY9,4.67315,6.7616
EPUJ4V,-1.24192,6.76174
QONBHE,-1.31027,6.76198
2F4RKU,4.64471,6.762
FHM6MZ,-1.30607,6.76207
5SSYO5,-1.24127,6.76217
F3EBSE,4.67309,6.76217
L1RK2U,4.63181,6.76225
TF2IG2,4.64148,6.76241
C6EEAH,-1.26277,6.763
GFS55R,-1.24236,6.76309
4O7R3A,-1.30861,6.76311
RUIG2F,4.64469,6.76321
AE9K1A,-1.26762,6.76336
4VRYY0,-1.23933,6.76344
919MLW,4.64466,6.7635
IPWAPI,-1.26824,6.76356
YI232U,4.64612,6.76445
FABQAY,4.68835,6.76445
E6LDR2,4.66733,6.76452
U39MZ6,4.66953,6.76496
JIPWO6,-1.24087,6.76505
5RLX4R,4.62486,6.76548
418UO1,4.62879,6.76557
SDHUZI,4.64438,6.76572
I5KG2U,4.64438,6.76572
ZAC8XR,4.69435,6.76596
O039M6,4.62787,6.76627
I574GP,4.63022,6.76632
7BR14Z,4.67213,6.76661
VV7DE2,4.67234,6.76669
F6NA8L,4.62708,6.76672
BRHIAD,4.62505,6.76844
333WLA,4.62505,6.76844
H4VJ6Z,4.62916,6.76971
4ADM4K,4.69292,6.77739
HDC1X1,4.69507,6.77833
CLRH0K,4.7002,6.77919
NQTDW9,4.64797,6.77929
HX2RHE,4.64822,6.77943
02QKUA,4.69107,6.77966
VDQ0XY,4.69097,6.78019
YMNVAP,4.69663,6.78028
LIDPG1,4.69663,6.78028
9RJE9R,4.64146,6.7806
UEBTHS,4.69783,6.78242
0FLVUB,4.64298,6.78275
SAT53T,4.69186,6.78324
9QWWDG,4.64668,6.78341
NZXW7X,4.69305,6.78343
CCYCIB,4.69704,6.78352
44619K,4.62792,6.78424
69XHBC,4.62792,6.78424
K6WO86,4.64735,6.78442
XAD23P,4.64318,6.78485
NUBGBM,4.64318,6.78485
QZ2SXD,4.6462,6.78562
SHX8B4,4.6458,6.78574
NIMD8L,4.63351,6.78601
C9RNTD,4.63232,6.78733
R17BK2,4.63337,6.78787
A71G4T,4.62716,6.7881
2CTRRJ,4.67164,6.79002
UECZ5J,4.62712,6.79097
VPXO60,4.67222,6.7911
K2611I,4.63217,6.79146
N735B7,4.62961,6.79148
9AAWA1,4.63191,6.79191
R1PSF3,4.66769,6.79267
NX3ZVG,4.67257,6.79275
6X0H3D,4.66676,6.79339
5DY1LP,4.66676,6.79339
C99JHV,4.66942,6.79357
41YDNK,4.67279,6.79396
QXCS97,4.66892,6.79504
D7PZWV,4.67294,6.79535
EPKA50,4.66943,6.79548
42RNWH,-2.73679,6.89858
0PUVS2,-2.73771,6.90138
QTI191,-2.73795,6.90297
WRLJO9,-2.73613,6.90391
2XUM0W,-2.74357,6.9045
EH1Q5H,-2.76239,6.93304
7WZM8K,-2.73286,6.93331
N70AH6,-2.75503,6.93418
1668D2,-2.72839,6.93613
4DSRF7,-2.73043,6.93669
WNQ8T9,-2.76354,6.93747
W33X5W,-2.78396,6.93931
O771EI,-2.75998,6.93932
FHEF9W,-2.75536,6.93956
PARUY3,-2.76727,6.93996
UJFD6U,-2.7341,6.9403
0UEXBK,-2.74704,6.94054
AT6DWB,-2.77298,6.94065
4X5BZ4,-2.73695,6.94114
BXCPCX,-2.73222,6.94136
GBSYOH,-2.74966,6.94153
V806N5,-2.78959,6.94184
NBB11O,-2.74802,6.94246
RAMUI8,-2.73602,6.94292
J4F82Z,-2.73695,6.94301
07LAFG,-2.73085,6.94407
RMUALE,-2.72774,6.94409
9E5T3L,-2.77031,6.94432
J8I84A,-2.74075,6.94445
D70MMB,-2.78424,6.94645
OGK7PR,-2.79627,6.94694
3YONFT,-2.78525,6.94728
02NM47,-2.73999,6.94729
IACS7X,-2.74645,6.94876
2Q79RR,-2.40274,6.96333
KAOHCO,-2.40194,6.96423
QD7XSB,-2.3965,6.96712
ECFTS5,-2.40301,6.96777
2M1NYK,-2.36908,6.97082
5U4JSD,-2.36805,6.97084
Y2J8UN,-2.37183,6.97158
6JA8MN,-2.36956,6.97451
FGYWBM,-2.35533,6.97483
7BRSGR,9.33798,6.97509
YWRLJO,9.33444,6.97531
5SJE0B,-2.37747,6.97576
SAB3HO,-2.37502,6.97594
P6YOAP,9.33337,6.97599
PZ64CV,-2.35449,6.97755
2ARTMZ,9.34837,6.97758
X1AT3O,9.34837,6.97758
S71PGE,9.33234,6.97809
QAP6GF,-2.35276,6.97849
FTKLY0,9.333,6.97854
JJPE9X,9.30508,6.97864
ZK3ONN,9.33461,6.97917
BJ5SU0,9.37153,6.97938
IXV3WH,9.34897,6.97969
8UTL0M,9.33663,6.97978
FLBU3R,9.34728,6.97979
7YUYVS,9.34211,6.97985
236ER6,9.33876,6.98038
R30LLU,-2.39709,6.98043
MM4XMG,9.37036,6.98047
5JO6I7,9.30296,6.98078
20STAA,-2.35552,6.98098
1731X0,-2.40367,6.98102
ZN88AL,-2.37437,6.98134
S73O0O,9.34951,6.98156
CMEC6M,9.34849,6.98162
HWHAA8,9.34362,6.98172
BXTG98,9.30826,6.98192
JVQ06B,-2.40362,6.98193
MJCYZZ,-2.39816,6.98218
HQ34WG,-2.39719,6.98221
HGOHLZ,9.3095,6.98224
0FSEJ5,9.30403,6.98232
YCSML7,9.30286,6.9828
GI2OJT,9.36957,6.98292
9LX46M,9.37468,6.9832
AX19JA,9.33426,6.98332
MT3MLM,-2.3735,6.98333
PQLFJC,9.30623,6.98346
QLKX6P,9.37604,6.98353
1PICQV,9.3038,6.98424
FF3Z38,9.36956,6.98433
M6SQ2I,9.30898,6.98438
ZJYY5Z,-2.36043,6.9844
FSFMTN,9.30351,6.98447
ZRNX1D,9.34742,6.98464
28GOTD,9.37565,6.98468
UNW5SH,9.34432,6.98494
N2YFVD,-2.36745,6.98596
6A3YB9,9.36852,6.98656
5YUGW3,9.37521,6.98729
C6RO5W,-2.39109,6.99039
KX1PMR,-2.38843,6.9914
QLRCO7,-2.38771,6.99204
9YNMWA,-2.40334,6.99527
N6F1MW,-2.39967,6.99628
ODYDOT,-2.39137,6.99657
MITNBX,-2.41363,6.99846
Q2DMV8,-2.41463,6.99934
5JD1OE,-2.40904,7.00042
ZRH6LI,9.33455,7.00054
L0MN5K,-2.39901,7.0008
Z1WMD4,9.35376,7.00102
XSQSL4,-2.41194,7.00111
UNZ1NT,9.3571,7.0012
27WH3X,9.3571,7.0012
EMN5H8,-2.4027,7.00154
1QYRJU,9.3331,7.00183
5MLA6B,9.30775,7.00192
OUQOQO,9.35125,7.00226
M7306C,9.33529,7.00229
CB2KG5,9.33415,7.00238
GZLJ5Z,9.35917,7.00268
WZ3EQZ,9.35643,7.00297
RJG3SK,9.37423,7.00328
RBMAXA,9.35212,7.00364
SLZ9KN,9.30981,7.00404
L4V4KR,9.33226,7.00404
9FVB6W,9.33226,7.00404
FU16SL,9.35211,7.00409
KF90BI,-2.4019,7.00417
XP7GO3,9.37137,7.00464
J2JPXR,9.30729,7.00486
L8KZKL,9.30729,7.00486
5YO491,9.37104,7.00499
3RLPA5,9.33768,7.00568
WAOP7J,9.30845,7.00574
JAL25R,-2.40473,7.00589
V0V3SD,9.35778,7.0062
P09D6R,9.31078,7.00643
XYEHCI,9.33264,7.00664
6WADR5,9.3772,7.00729
22AJO2,9.30587,7.00752
MCK2S8,9.37117,7.00771
MSU35Z,9.33413,7.0078
M5LN81,9.35724,7.00787
940FP5,9.30211,7.00796
2523FU,9.35408,7.00826
97WUE4,9.33001,7.00835
XMMRU7,9.36981,7.00859
IHYWS6,9.37864,7.009
YNXZS6,9.37864,7.009
WQ3PLU,-2.38551,7.00928
E43ZK1,9.33058,7.00934
Z9SB7Y,-2.38366,7.00934
EC9WV3,9.37099,7.00945
CNHD0U,9.30483,7.00948
ZHG5XH,-2.38461,7.01016
1YB843,-2.38551,7.0102
05CUGH,-2.37824,7.01052
XMQBMK,9.37357,7.01054
4D7J1W,-2.37171,7.01065
FWAR03,-2.38847,7.01358
UH9TNT,-2.37561,7.01498
FEI2CT,-2.37197,7.01596
KFPDOZ,-2.37207,7.01664
5ZXVFR,9.30712,7.01858
FGIGIN,9.3084,7.0197
7OJZ20,9.30712,7.0207
BTZZEH,9.37136,7.02142
AJ0MY5,9.33274,7.02233
IE03GH,9.33909,7.02238
WMJF6G,9.3569,7.02246
CPDEV2,9.30544,7.02251
URWCMH,9.30611,7.0227
UZ9ANV,9.31001,7.0227
NDZON3,9.30935,7.02342
L2PI4L,9.33779,7.02441
JRNUNX,9.35968,7.02448
SNP1AP,9.33596,7.02498
WGEW3Y,9.36684,7.02543
KSTQ0Z,9.36684,7.02543
YWX04Z,9.35667,7.02566
S6O930,9.34009,7.0259
61HWNG,9.30707,7.02592
V0PX5T,9.36646,7.02596
TKBSOU,9.37294,7.02623
9ADP46,9.30736,7.0267
OUAZLY,9.3057,7.02713
Z19MYY,9.3728,7.02756
7V94ST,9.36949,7.02805
EMJEPK,9.36768,7.02812
Z8IX34,9.33598,7.02818
NZCSYX,9.33598,7.02818
ICJ5KJ,9.33498,7.02818
44TRTK,9.33794,7.02818
B4JZ4Y,9.35228,7.02824
4NZXGA,9.33302,7.02888
YNFZ02,9.37224,7.02918
H2TPY9,9.37006,7.02939
LJGJLD,9.35507,7.02979
RWREXP,9.35829,7.02984
4MIMTT,9.3545,7.03105
T78WI4,9.35504,7.03131
GBATKB,-2.38862,7.0367
UQKEGV,9.33444,7.0417
Y8DZJ1,9.335,7.04244
274PRX,9.37208,7.04257
LRGJE7,9.33436,7.04311
T8QIVK,9.33436,7.04311
6KKJB7,9.37393,7.04409
1YZQ05,9.37649,7.04435
J9B38P,9.33124,7.04453
7EYZ2D,9.3755,7.0448
F70LNB,9.37478,7.045
MSDM6G,9.37064,7.04518
HMU5L2,9.33501,7.04572
HDYN96,9.33667,7.04576
F3Y18P,9.30475,7.04609
LNN3R9,9.30475,7.04609
DOKSNR,9.3705,7.04615
7050D5,9.3705,7.04615
EOAIEZ,9.33488,7.0469
RH26VA,9.37528,7.04777
SCL9T9,9.30158,7.048
PW6GKE,9.33398,7.04833
DKX034,9.30888,7.04869
1SGOBA,9.33616,7.04882
CJQGNZ,9.3042,7.04931
RZ0DR0,9.37547,7.04931
25MRGE,9.37562,7.04934
TML7K6,9.3041,7.05033
CD5Z81,9.3529,7.05046
DDYUZF,9.35564,7.05053
R725KZ,9.30119,7.05068
7AU1S5,9.35423,7.0507
L2XPX1,9.35423,7.0507
4M25S2,9.31002,7.05083
XP8S3W,9.30774,7.0518
Z3ZIJH,9.34769,7.05262
ZIAEAJ,9.35725,7.05264
PVD5QF,9.3093,7.0529
QR2P9V,9.34825,7.05309
LE43CD,9.35444,7.05427
K3U5MP,9.35403,7.05727
P276R6,9.35352,7.05798
Z5Z3FC,-2.17809,7.15727
AVTNYG,-2.18284,7.15883
JBLR8V,-2.17453,7.15914
Q0RFU1,-2.76983,7.16093
2DWWG2,-2.77071,7.1618
GK9IWG,-2.77076,7.16185
KNN9VO,-2.76883,7.16271
DU3QI2,-2.76969,7.16272
AILE8H,-2.76882,7.16274
E5BNAR,-2.76602,7.16281
LVOD13,-2.76612,7.16283
EJUEKG,-2.18117,7.16339
K3F168,-2.18118,7.16341
EEGDW9,-2.17936,7.16431
VTGGGB,-2.18504,7.16591
AKKTB9,-2.18407,7.16592
YR4LEL,-2.19155,7.16742
U18B6R,-2.18793,7.16935
MKA4S8,-2.18985,7.17105
Z92Y52,-2.77296,7.17139
1RDISU,-2.77291,7.1714
LWQEQX,-2.77308,7.17494
1N2M87,-2.77307,7.17495
YWBXAN,-2.77493,7.17584
GW65I3,-2.77035,7.17596
V324N8,-2.77036,7.17597
N1OD55,-2.76892,7.17697
D6EVG3,-2.76874,7.17955
67KAC5,-2.76874,7.17958
8CEIGC,-2.77528,7.18108
6LI86S,-2.77528,7.18116
5DL96F,-2.76978,7.18133
AMWETU,-2.76971,7.18136
B2527P,-2.77528,7.18194
FY8RP8,-2.25753,7.18197
ZIPCSA,-2.7753,7.18198
120BCA,-2.25222,7.18385
B8UVYZ,-2.25224,7.18387
RYF9KQ,-2.25132,7.1848
1J1TDI,-2.25343,7.1883
BBZ8YP,-2.2509,7.18996
CG4ENS,-2.22592,7.19194
ED51XN,-2.25104,7.19336
GZHXPP,-2.25737,7.19338
NMQ3SQ,-2.21306,7.19418
UR1IIM,-2.22778,7.19454
IKYXX1,-2.78708,7.19575
M2NIA4,-2.787,7.19578
03SV57,-2.7861,7.19578
VBOPCU,-2.78611,7.1958
ED9X0I,-2.22976,7.19622
ZLALCZ,-2.22147,7.19654
1R7VDF,-2.21872,7.1966
WKFT4B,-2.21784,7.19666
JQCQZM,-2.21503,7.19684
G0YHRJ,-2.25288,7.19712
268FKH,-2.78619,7.19755
JLB2EH,-2.22351,7.19999
1GMOO4,-2.78818,7.20099
8LHQME,-2.78816,7.20103
MGCMZB,-2.19863,7.20183
ZW2MA8,-2.80487,7.20221
35D67Q,-2.23104,7.20325
GDJI1J,-2.79844,7.20327
A7FLB6,-2.19782,7.20368
4VMP6D,-2.22364,7.20444
OY3W1F,-2.21358,7.2048
33RGNZ,-2.80628,7.20481
TW2NTV,-2.80778,7.20545
82UZSK,-2.80781,7.20553
LLWIDA,-2.806,7.20565
FXQI5U,-2.806,7.20566
EFUGE0,-2.2146,7.20567
TRIZH2,-2.22749,7.20607
X88X67,-2.2026,7.2061
7B30AR,-2.79865,7.20685
6UG1WC,-2.79862,7.20687
6P5BE3,-2.22103,7.20714
LVIY1E,-2.80237,7.20757
34CPGE,-2.80238,7.20758
WWPF7K,-2.22573,7.20787
57O4ZO,-2.7921,7.20793
4U6P1T,-2.79215,7.20794
21AXX0,-2.79119,7.20802
6PGYS2,-2.79117,7.20805
ZYS25E,-2.78676,7.20818
S5DR6Q,-2.78664,7.20819
INBJ6F,-2.21657,7.20831
CKZAOL,-2.80429,7.20834
V4SJCR,-2.21563,7.20836
OXS6VT,-2.7932,7.20873
C3CIBK,-2.24883,7.20881
3OR31O,-2.87452,7.20927
MCSUGR,-2.87448,7.20929
9I0AOK,-2.23495,7.20933
WYVO2I,-2.19999,7.20972
6XZOQF,-2.23869,7.2101
Z9CCIU,-2.21572,7.21095
Y0URZZ,-2.80262,7.2112
KU93AR,-2.80257,7.21121
5TDZ8J,-2.797,7.2113
9CTON2,-2.79702,7.21132
BLHNHJ,-2.79332,7.21144
REY5PA,-2.79336,7.21148
MQ2P55,-2.24351,7.21163
H6M4L7,-2.21394,7.21189
WVCI9E,-2.87559,7.2119
6MWY3F,-2.80538,7.21191
ZB75XQ,-2.80537,7.21192
6V2T6S,-2.87558,7.21194
2L5SAY,-2.23413,7.21205
J1RF26,-2.79183,7.21305
XD67V1,-2.19839,7.21338
60BDQ5,-2.2167,7.21354
F0MED7,-2.79439,7.21409
G69O36,-2.22226,7.21423
8PUTVH,-2.24635,7.21428
1DY4E1,-2.19556,7.21437
QFWFGR,-2.7879,7.2144
LSSJQM,-2.25013,7.21506
GMJPQ4,-2.19745,7.21516
Q5FDOC,-2.79813,7.21575
SMYDMU,-2.79819,7.21575
QELLMM,-2.87763,7.21624
ACSJD5,-2.87768,7.21628
YP1BF4,-2.80556,7.21637
UH04IS,-2.21334,7.21646
2JE883,-2.79189,7.21685
2OAJV4,-2.79171,7.21687
ID2L0V,-2.19838,7.21687
GBI3Y1,-2.8065,7.2172
W7CC18,-2.8065,7.21721
2X2DJU,-2.2252,7.2177
KVO4UG,-2.8121,7.21789
EFR95U,-2.80475,7.21907
PQGK9T,-2.21234,7.21908
ESPHN3,-2.21148,7.21912
HF39U6,-2.80204,7.21915
K1UGFR,-2.23268,7.21923
3DYA1U,-2.21359,7.21993
DC0SID,-2.18935,7.22001
UFUUEF,-2.22539,7.22034
3UQPYM,-2.18349,7.22062
NQR3IK,-2.17917,7.22115
5WPCJ6,-2.79379,7.2214
P2WN2U,-2.20788,7.22195
USW48C,-2.18017,7.22202
EV8XRT,-2.78937,7.22202
2GIDFV,-2.78936,7.22207
G6BK5P,-2.79047,7.22214
H48YAB,-2.18395,7.22289
17XNGP,-2.77445,7.22363
Y2YCVB,-2.77446,7.22366
21HXC1,-2.81243,7.22407
EZTC6K,-2.81242,7.22407
OFC9R5,-2.80853,7.22417
2MLGBV,-2.80589,7.2243
YPTKE1,-2.81425,7.22489
VK92NO,-2.79121,7.2258
Y4GF77,-2.79081,7.22582
K1J8HW,-2.77278,7.22645
JQCNFG,-2.77088,7.22646
06D5BS,-2.77092,7.22656
OBWDBZ,-2.79037,7.22672
HJ96I1,-2.79034,7.22673
SHM58S,-2.81161,7.22677
FAY05O,-2.81163,7.2268
7CR1A6,-2.18961,7.22716
J8JZMB,-2.77279,7.22734
VJW5DZ,-2.77652,7.22816
9TB4Z1,-2.77654,7.22817
CWOF1S,-2.79323,7.22822
KB4ON8,-2.18133,7.22825
2L6MDG,-2.17869,7.22834
MQU98D,-2.19026,7.22843
5M45S8,-2.77463,7.22881
LQNBX5,-2.7794,7.22889
XZWUOC,-2.79418,7.22904
EYOLQX,-2.7942,7.22908
NO5JX5,-2.78941,7.22936
LZDMQO,-2.79217,7.22944
VQ9OAT,-2.79217,7.22947
FOPGCJ,-2.78942,7.22947
YBHBTK,-2.23869,7.22955
3PXH7F,-2.23593,7.23067
FZOOQQ,-2.77944,7.23102
6RMJ7O,-2.18104,7.23127
QOAWQH,-2.19449,7.23133
65RG6Q,-2.18707,7.23151
BRI2OI,-2.77948,7.23151
37R0A0,-2.77949,7.23152
IQAOWE,-2.18437,7.23166
5F1KRE,-2.22594,7.23278
FFL2YW,-2.23148,7.23342
695VNY,-2.2306,7.23346
DYALXU,-2.23617,7.23416
YCRGG5,-2.78608,7.23482
ODBY8Z,-2.7861,7.23483
AW7JWF,-2.88506,7.23552
